# Column,Old name(s),Category,Definition,Not used?,In kitten?
ROBUST_CONSTANT_LN_LIKELIHOOD_BINARY,robust_constant_ln_likelihood_BINARY,METAOBS,Not explained in Price-Whelan+2020,1,0
ANGDIST_TYCHO2,angDist_TYCHO2,COORD,Angular distance from 2MASS coordinates to Tycho-2 target,0,0
ERROR_HALFMAJ_TYCHO2,errHalfMaj_TYCHO2,COORD,Semi-major axis of position error ellipse from Tycho-2,1,0
ERROR_HALFMIN_TYCHO2,errHalfMin_TYCHO2,COORD,Semi-minor axis of position error ellipse from Tycho-2,1,0
ERROR_POSANG_TYCHO2,errPosAng_TYCHO2,COORD,Uncertainty in angular position from Tycho-2,1,0
TYC1_TYCHO2,TYC1_TYCHO2,ID,"TYC1 from TYC or GSC extracted from Tycho-2. The TYC identifier is constructed from the GSC region number (TYC1), the running number within the region (TYC2) and a component identifier (TYC3) which is normally 1. Some non-GSC running numbers were constructed for the first Tycho Catalogue and for Tycho-2. The recommended star designation contains a hyphen between the TYC numbers, e.g. TYC 1-13-1.",1,0
TYC2_TYCHO2,TYC2_TYCHO2,ID,"TYC2 from TYC or GSC extracted from Tycho-2. The TYC identifier is constructed from the GSC region number (TYC1), the running number within the region (TYC2) and a component identifier (TYC3) which is normally 1. Some non-GSC running numbers were constructed for the first Tycho Catalogue and for Tycho-2. The recommended star designation contains a hyphen between the TYC numbers, e.g. TYC 1-13-1.",1,0
TYC3_TYCHO2,TYC3_TYCHO2,ID,"TYC3 from TYC or GSC extracted from Tycho-2. The TYC identifier is constructed from the GSC region number (TYC1), the running number within the region (TYC2) and a component identifier (TYC3) which is normally 1. Some non-GSC running numbers were constructed for the first Tycho Catalogue and for Tycho-2. The recommended star designation contains a hyphen between the TYC numbers, e.g. TYC 1-13-1.",1,0
PFLAG_TYCHO2,pflag_TYCHO2,FLAG,"mean position flag in Tycho-2. ' ' = normal mean position and proper motion. 'P' = the mean position, proper motion, etc., refer to the photocentre of two Tycho-2 entries, where the BT magnitudes were used in weighting the positions. 'X' = no mean position, no proper motion.",0,0
PMRA_TYCHO2,pmRA_TYCHO2,COORD,Proper motion in right ascension * cos(declination) direction in mas/yr from Tycho-2,0,0
ERROR_PMRA_TYCHO2,e_pmRA_TYCHO2,COORD,"The standard error in the proper motion in the right ascension direction, in milliarcseconds per year from Tycho-2",0,0
PMDE_TYCHO2,pmDE_TYCHO2,COORD,Proper motion in declination direction in mas/yr from Tycho-2,0,0
ERROR_PMDE_TYCHO2,e_pmDE_TYCHO2,COORD,"The standard error in the proper motion in the declination direction, in milliarcseconds per year from Tycho-2",0,0
NUM_TYCHO2,Num_TYCHO2,METAOBS,Number of positions used in Tycho-2,1,0
Q_RAMDEG_TYCHO2,q_RAmdeg_TYCHO2,FLAG,Goodness of fit for mean right ascension in Tycho-2. This goodness of fit is the ratio of the scatter-based and the model-based error. It is only defined when NUM_TYCHO2 > 2. Values exceeding 9.9 are truncated to 9.9.,1,0
Q_DEMDEG_TYCHO2,q_DEmdeg_TYCHO2,FLAG,Goodness of fit for mean declination in Tycho-2. This goodness of fit is the ratio of the scatter-based and the model-based error. It is only defined when NUM_TYCHO2 > 2. Values exceeding 9.9 are truncated to 9.9.,1,0
Q_PMRA_TYCHO2,q_pmRA_TYCHO2,FLAG,Goodness of fit for proper motion in right ascensions direction in Tycho-2. This goodness of fit is the ratio of the scatter-based and the model-based error. It is only defined when NUM_TYCHO2 > 2. Values exceeding 9.9 are truncated to 9.9.,1,0
Q_PMDE_TYCHO2,q_pmDE_TYCHO2,FLAG,Goodness of fit for proper motion in declination direction in Tycho-2. This goodness of fit is the ratio of the scatter-based and the model-based error. It is only defined when NUM_TYCHO2 > 2. Values exceeding 9.9 are truncated to 9.9.,1,0
BTMAG_TYCHO2,BTmag_TYCHO2,PHOT,Tycho-2 BT magnitude from Tycho-2,0,0
ERROR_BTMAG_TYCHO2,e_BTmag_TYCHO2,PHOT,Uncertainty in Tycho-2 BT magnitude from Tycho-2,0,0
VTMAG_TYCHO2,VTmag_TYCHO2,PHOT,Tycho-2 VT magnitude from Tycho-2,0,0
ERROR_VTMAG_TYCHO2,e_VTmag_TYCHO2,PHOT,Uncertainty in Tycho-2 VT magnitude from Tycho-2,0,0
PROX_TYCHO2,prox_TYCHO2,FLAG,Proximity indicator in Tycho-2. Distance in units of 100 mas to the nearest entry in the Tycho-2 main catalogue or supplement. The distance is computed for the epoch 1991.25. A value of 999 (i.e. 99.9 arcsec) is given if the distance exceeds 99.9 arcsec.,1,0
CCDM_TYCHO2,CCDM_TYCHO2,METAOBS,"CCDM component identifier for HIP stars in Tycho-2. The CCDM component identifiers for double or multiple Hipparcos stars contributing to this Tycho-2 entry. For photocentre solutions, all components within 0.8 arcsec contribute. For double star solutions any unresolved component within 0.8 arcsec contributes. For single star solutions, the predicted signal from close stars were normally subtracted in the analysis of the photon counts and such stars therefore do not contribute to the solution. The components are given in lexical order.",0,0
RA_ICRS_TYCHO2,RA(ICRS)_TYCHO2,COORD,Observed right ascension in degrees in ICRS from Tycho-2,0,0
DEC_ICRS_TYCHO2,DE(ICRS)_TYCHO2,COORD,Observed declination in ICRS in degrees from Tycho-2,0,0
EPRA_1990_TYCHO2,EpRA-1990_TYCHO2,COORD,Epoch subtracted 1990 of RA_ICRS_TYCHO2 in yr from Tycho-2,1,0
EPDE_1990_TYCHO2,EpDE-1990_TYCHO2,COORD,Epoch subtracted 1990 of DE_ICRS_TYCHO2 in yr from Tycho-2,1,0
POSFLG_TYCHO2,posflg_TYCHO2,FLAG,"Type of Tycho-2 solution. ' ' = normal treatment, close stars were subtracted when possible. 'D' = double star treatment. Two stars were found. The companion is normally included as a separate Tycho-2 entry, but may have been rejected. 'P' = photocentre treatment, close stars were not subtracted. This special treatment was applied to known or suspected doubles which were not successfully (or reliably) resolved in the Tycho-2 double star processing.",1,0
CORR_TYCHO2,corr_TYCHO2,COORD,Correlation between right ascension and declination in Tycho-2,0,0
ANGDIST_UCAC5,angDist_UCAC5,COORD,Angular distance to coordinates in UCAC-5 from target in 2MASS,0,0
RA_J2000_UCAC5,raE2000_UCAC5,COORD,UCAC-5 right ascension in degrees propagated by Vizier,0,0
DEC_J2000_UCAC5,decE2000_UCAC5,COORD,UCAC-5 declination in degrees propagated by Vizier,0,0
ERROR_HALFMAJ_UCAC5,errHalfMaj_UCAC5,COORD,Semi-major axis of position error ellipse from UCAC5,1,0
ERROR_HALFMIN_UCAC5,errHalfMin_UCAC5,COORD,Semi-minor axis of position error ellipse from UCAC5,1,0
ERROR_POSANG_UCAC5,errPosAng_UCAC5,COORD,Uncertainty in angular position from UCAC5,1,0
SRCID_GAIA_UCAC5,SrcIDgaia_UCAC5,ID,TGAS source ids extracted from UCAC-5,0,0
RA_GAIA_UCAC5,RAgaia_UCAC5,COORD,Right ascension at epoch 2015.0 extracted from UCAC-5,1,0
ERROR_RA_GAIA_UCAC5,e_RAgaia_UCAC5,COORD,Uncertainty in right ascension in epoch 2015.0 extracted from UCAC-5,1,0
DEC_GAIA_UCAC5,DEgaia_UCAC5,COORD,Declination at epoch 2015.0 extracted from UCAC-5,1,0
ERROR_DEC_GAIA_UCAC5,e_DEgaia_UCAC5,COORD,Uncertainty in declination in epoch 2015.0 extracted from UCAC-5,1,0
ORG_UCAC5,Org_UCAC5,FLAG,"TGAS/NOMAD flag in UCAC-5. '1'=TGAS, '2'=not TGAS, in NOMAD, '3'=neither.",0,0
NU_UCAC5,Nu_UCAC5,METAOBS,Number of images used for mean position in UCAC-5,1,0
EP_UCAC5,EPucac_UCAC5,COORD,UCAC-5 epoch in years,0,0
RA_UCAC5,RAucac_UCAC5,COORD,UCAC-5 right ascension in degrees in epoch (EP_UCAC5),0,0
DEC_UCAC5,DEucac_UCAC5,COORD,UCAC-5 declination in degrees in epoch (EP_UCAC5),0,0
PMRA_UCAC5,pmRAug_UCAC5,COORD,Proper motion in right ascension direction in mas/yr from UCAC-5,0,0
PMDEC_UCAC5,pmDEug_UCAC5,COORD,Proper motion in declination direction in mas/yr from UCAC-5,0,0
ERROR_PMRA_UCAC5,e_pmRAug_UCAC5,COORD,Uncertainty in proper motion in right ascension direction in mas/yr from UCAC-5,0,0
ERROR_PMDEC_UCAC5,e_pmDEug_UCAC5,COORD,Uncertainty in proper motion in declination direction in mas/yr from UCAC-5,0,0
GMAG_UCAC5,Gmag_UCAC5,PHOT,TGAS G band magnitude extracted from UCAC-5,1,0
F_MAG_UCAC5,f.mag_UCAC5,PHOT,Mean UCAC model magnitude from UCAC-5,0,0
RMAG_UCAC5,Rmag_UCAC5,PHOT,Photographic R magnitude from NOMAD extracted from UCAC-5,0,0
JMAG_UCAC5,Jmag_UCAC5,PHOT,2MASS J band magnitude extracted from UCAC-5,0,0
HMAG_UCAC5,Hmag_UCAC5,PHOT,2MASS H band magnitude extracted from UCAC-5,0,0
KMAG_UCAC5,Kmag_UCAC5,PHOT,2MASS K band magnitude extracted from UCAC-5,0,0
LNK_PER_1_BINARY,lnK_per_1_BINARY,CHEM,1st percentiles computes from all posterior samplings of the velocity semi-amplitude K for APOGEE stars. Systems with large values of this parameter have large radial velocity variations that can be explained by two-body orbital motion,0,1
SOBJECT_ID_GALAH,sobject_id_GALAH sobject_id_GALAH,ID,Unique per-observation star ID in GALAH,0,0
GAIA_DR2_ID_GALAH,dr2_source_id_GALAH gaia_dr2_id_GALAH,ID,Gaia DR2 SOURCE_ID extracted from GALAH,0,0
NDFCLASS_GALAH,ndfclass_GALAH,METAOBS,Observation type in GALAH,1,0
FIELD_ID_GALAH,field_id_GALAH,METAOBS,GALAH internal field ID number,1,0
JMAG_GALAH,jmag_GALAH,PHOT,2MASS J magnitude extracted from GALAH,0,0
HMAG_GALAH,hmag_GALAH,PHOT,2MASS H magnitude extracted from GALAH,0,0
KMAG_GALAH,kmag_GALAH,PHOT,2MASS K magnitude extracted from GALAH,0,0
VMAG_JK_GALAH,vmag_jk_GALAH,PHOT,"Synthetic V magnitude calculated from JHK, used for target selection in GALAH",1,0
ERROR_JMAG_GALAH,e_jmag_GALAH,PHOT,Uncertainty in 2MASS J magnitude extracted from GALAH,0,0
ERROR_HMAG_GALAH,e_hmag_GALAH,PHOT,Uncertainty in 2MASS H magnitude extracted from GALAH,0,0
ERROR_KMAG_GALAH,e_kmag_GALAH,PHOT,Uncertainty in 2MASS K magnitude extracted from GALAH,0,0
SNR_C1_GALAH,snr_c1_GALAH,METAOBS,Signal to noise per pixel in the HERMES blue channel in GALAH,1,0
SNR_C2_GALAH,snr_c2_GALAH,METAOBS,Signal to noise per pixel in the HERMES green channel in GALAH,1,0
SNR_C3_GALAH,snr_c3_GALAH,METAOBS,Signal to noise per pixel in the HERMES red channel in GALAH,1,0
SNR_C4_GALAH,snr_c4_GALAH,METAOBS,Signal to noise per pixel in the HERMES IR channel in GALAH,1,0
RV_SYNT_GALAH,rv_synt_GALAH,CHEM,Radial velocity from cross-correlation against synthetic spectra in km/s in GALAH,0,0
ERROR_RV_SYNT_GALAH,e_rv_synt_GALAH,CHEM,Uncertainty in radial velocity from cross-correlation against synthetic spectra in km/s in GALAH,0,0
LOS_VELOCITY_GALAH,rv_obst_GALAH,CHEM,Radial velocity from internal cross-correlation against data in km/s in GALAH,0,0
ERROR_LOS_VELOCITY_GALAH,e_rv_obst_GALAH,CHEM,Uncertainty in radial velocity from internal cross-correlation against data in km/s in GALAH,0,0
RV_NOGR_OBST_GALAH,rv_nogr_obst_GALAH,CHEM,"Radial velocity from internal cross-correlation against data, uncorrected for gravitational redshift in km/s from GALAH",0,0
ERROR_RV_NOGR_OBST_GALAH,e_rv_nogr_obst_GALAH,CHEM,"Uncertainty in radial velocity from internal cross-correlation against data, uncorrected for gravitational redshift in km/s in GALAH",0,0
CHI2_CANNON_GALAH,chi2_cannon_GALAH,METAOBS,Summed chi-squared over all spectral pixels in GALAH,0,0
SP_LABEL_DISTANCE_GALAH,sp_label_distance_GALAH,METAOBS,Label distance similar to Ho et al. (2017) from GALAH,1,0
FLAG_CANNON_GALAH,flag_cannon_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
TEFF_GALAH,teff_GALAH,CHEM,Effective temperature in kelvin from GALAH,0,0
ERROR_TEFF_GALAH,e_teff_GALAH,CHEM,Uncertainty in effective temperature in kelvin in GALAH,0,0
LOGG_GALAH,logg_GALAH,PHYS,Surface gravity in log(cm/s^2) from GALAH,0,0
ERROR_LOGG_GALAH,e_logg_GALAH,PHYS,Uncertainty in surface gravity in log(cm/s^2) in GALAH,0,0
FE_H_GALAH,fe_h_GALAH,CHEM,[Fe/H] abundance from GALAH,0,0
ERROR_FE_H_GALAH,e_fe_h_GALAH,CHEM,Uncertainty in [Fe/H] abundance in GALAH,0,0
VMIC_GALAH,vmic_GALAH,CHEM,Microturbulent velocity in km/s in GALAH,0,0
ERROR_VMIC_GALAH,e_vmic_GALAH,CHEM,Uncertainty in microturbulence velocity in km/s in GALAH,0,0
VSINI_GALAH,vsini_GALAH,CHEM,Line of sight rotational velocity in km/s in GALAH,0,0
ERROR_VSINI_GALAH,e_vsini_GALAH,CHEM,Uncertainty in line of sight rotational velocity in km/s in GALAH,0,0
ALPHA_FE_GALAH,alpha_fe_GALAH,CHEM,"Alpha enhancement, determined as an error-weighted combination of Mg, Si, Ca, Ti, from GALAH",0,0
ERROR_ALPHA_FE_GALAH,e_alpha_fe_GALAH,CHEM,Uncertainty in [alpha/Fe] abundance in GALAH,0,0
LI_FE_GALAH,li_fe_GALAH,CHEM,[Li/Fe] abundance from GALAH,0,0
ERROR_LI_FE_GALAH,e_li_fe_GALAH,CHEM,Uncertainty in [Li/Fe] abundance in GALAH,0,0
FLAG_LI_FE_GALAH,flag_li_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
C_FE_GALAH,c_fe_GALAH,CHEM,[C/Fe] abundance from GALAH.,0,0
ERROR_C_FE_GALAH,e_c_fe_GALAH,CHEM,Uncertainty in [C/Fe] abundance in GALAH,0,0
FLAG_C_FE_GALAH,flag_c_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
O_FE_GALAH,o_fe_GALAH,CHEM,[O/Fe] abundance from GALAH,0,0
ERROR_O_FE_GALAH,e_o_fe_GALAH,CHEM,Uncertainty in [O/Fe] abundance in GALAH,0,0
FLAG_O_FE_GALAH,flag_o_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
NA_FE_GALAH,na_fe_GALAH,CHEM,[Na/Fe] abundance from GALAH,0,0
ERROR_NA_FE_GALAH,e_na_fe_GALAH,CHEM,Uncertainty in [Na/Fe] abundance in GALAH,0,0
FLAG_NA_FE_GALAH,flag_na_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
MG_FE_GALAH,mg_fe_GALAH,CHEM,[Mg/Fe] abundance from GALAH,0,0
ERROR_MG_FE_GALAH,e_mg_fe_GALAH,CHEM,Uncertainty in [Mg/Fe] abundance in GALAH,0,0
FLAG_MG_FE_GALAH,flag_mg_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
AL_FE_GALAH,al_fe_GALAH,CHEM,[Al/Fe] abundance from GALAH.,0,0
ERROR_AL_FE_GALAH,e_al_fe_GALAH,CHEM,Uncertainty in [Al/Fe] abundance in GALAH,0,0
FLAG_AL_FE_GALAH,flag_al_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
SI_FE_GALAH,si_fe_GALAH,CHEM,[Si/Fe] abundance from GALAH,0,0
ERROR_SI_FE_GALAH,e_si_fe_GALAH,CHEM,Uncertainty in [Si/Fe] abundance in GALAH,0,0
FLAG_SI_FE_GALAH,flag_si_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
K_FE_GALAH,k_fe_GALAH,CHEM,[K/Fe] abundance from GALAH,0,0
ERROR_K_FE_GALAH,e_k_fe_GALAH,CHEM,Uncertainty in [K/Fe] abundance in GALAH,0,0
FLAG_K_FE_GALAH,flag_k_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
CA_FE_GALAH,ca_fe_GALAH,CHEM,[Ca/Fe] abundance from GALAH.,0,0
ERROR_CA_FE_GALAH,e_ca_fe_GALAH,CHEM,Uncertainty in [Ca/Fe] abundance in GALAH,0,0
FLAG_CA_FE_GALAH,flag_ca_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
SC_FE_GALAH,sc_fe_GALAH,CHEM,[Sc/Fe] abundance from GALAH,0,0
ERROR_SC_FE_GALAH,e_sc_fe_GALAH,CHEM,Uncertainty in [Sc/Fe] abundance in GALAH,0,0
FLAG_SC_FE_GALAH,flag_sc_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
TI_FE_GALAH,ti_fe_GALAH,CHEM,[Ti/Fe] abundance from GALAH,0,0
ERROR_TI_FE_GALAH,e_ti_fe_GALAH,CHEM,Uncertainty in [Ti/Fe] abundance in GALAH,0,0
FLAG_TI_FE_GALAH,flag_ti_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
V_FE_GALAH,v_fe_GALAH,CHEM,[V/Fe] abundance from GALAH,0,0
ERROR_V_FE_GALAH,e_v_fe_GALAH,CHEM,Uncertainty in [V/Fe] abundance in GALAH,0,0
FLAG_V_FE_GALAH,flag_v_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
CR_FE_GALAH,cr_fe_GALAH,CHEM,[Cr/Fe] abundance from GALAH.,0,0
ERROR_CR_FE_GALAH,e_cr_fe_GALAH,CHEM,Uncertainty in [Cr/Fe] abundance in GALAH,0,0
FLAG_CR_FE_GALAH,flag_cr_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
MN_FE_GALAH,mn_fe_GALAH,CHEM,[Mn/Fe] abundance from GALAH,0,0
ERROR_MN_FE_GALAH,e_mn_fe_GALAH,CHEM,Uncertainty in [Mn/Fe] abundance in GALAH,0,0
FLAG_MN_FE_GALAH,flag_mn_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
CO_FE_GALAH,co_fe_GALAH,CHEM,[Co/Fe] abundance from GALAH.,0,0
ERROR_CO_FE_GALAH,e_co_fe_GALAH,CHEM,Uncertainty in [Co/Fe] abundance in GALAH,0,0
FLAG_CO_FE_GALAH,flag_co_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
NI_FE_GALAH,ni_fe_GALAH,CHEM,[Ni/Fe] abundance from GALAH,0,0
ERROR_NI_FE_GALAH,e_ni_fe_GALAH,CHEM,Uncertainty in [Ni/Fe] abundance in GALAH,0,0
FLAG_NI_FE_GALAH,flag_ni_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
CU_FE_GALAH,cu_fe_GALAH,CHEM,[Cu/Fe] abundance from GALAH.,0,0
ERROR_CU_FE_GALAH,e_cu_fe_GALAH,CHEM,Uncertainty in [Cu/Fe] abundance in GALAH,0,0
FLAG_CU_FE_GALAH,flag_cu_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
ZN_FE_GALAH,zn_fe_GALAH,CHEM,[Zn/Fe] abundance from GALAH,0,0
ERROR_ZN_FE_GALAH,e_zn_fe_GALAH,CHEM,Uncertainty in [Zn/Fe] abundance in GALAH,0,0
FLAG_ZN_FE_GALAH,flag_zn_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
Y_FE_GALAH,y_fe_GALAH,CHEM,[Y/Fe] abundance from GALAH,0,0
ERROR_Y_FE_GALAH,e_y_fe_GALAH,CHEM,Uncertainty in [Y/Fe] abundance in GALAH,0,0
FLAG_Y_FE_GALAH,flag_y_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
BA_FE_GALAH,ba_fe_GALAH,CHEM,[Ba/Fe] abundance from GALAH.,0,0
ERROR_BA_FE_GALAH,e_ba_fe_GALAH,CHEM,Uncertainty in [Ba/Fe] abundance in GALAH,0,0
FLAG_BA_FE_GALAH,flag_ba_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
LA_FE_GALAH,la_fe_GALAH,CHEM,[La/Fe] abundance from GALAH,0,0
ERROR_LA_FE_GALAH,e_la_fe_GALAH,CHEM,Uncertainty in [La/Fe] abundance in GALAH,0,0
FLAG_LA_FE_GALAH,flag_la_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
EU_FE_GALAH,eu_fe_GALAH,CHEM,[Eu/Fe] abundance from GALAH,0,0
ERROR_EU_FE_GALAH,e_eu_fe_GALAH,CHEM,Uncertainty in [Eu/Fe] abundance in GALAH,0,0
FLAG_EU_FE_GALAH,flag_eu_fe_GALAH,FLAG,Bitmask indicating difficulty in abundance determination from GALAH. Flag=0 abundances are recommended for use.,0,0
RECNO_SAGA,recno_SAGA,DELETE,Record number assigned by the VizieR team. Should Not be used for identification. Loses its meaning in this context,1,0
F_KIC_SAGA,f_KIC_SAGA,FLAG,Presence of a second signal from SAGA,0,0
NUMAX_SAGA,numax_SAGA,SEISMIC,Frequency of maximum oscillations power in muHz extracted from SAGA,0,0
ERROR_NUMAX_SAGA,e_numax_SAGA,SEISMIC,Uncertainty in frequency of maximum oscillations power in muHz extracted from SAGA,0,0
DNU_SAGA,dnu_SAGA,SEISMIC,Large frequency separation in muHz extracted from SAGA,0,0
ERROR_DNU_SAGA,e_dnu_SAGA,SEISMIC,Uncertainty in large frequency separation in muHz extracted from SAGA,0,0
FE_H_SAGA,[Fe/H]_SAGA __Fe_H__SAGA,CHEM,Stroemgren metallicity from SAGA,0,0
ERROR_FE_H_SAGA,e_[Fe/H]_SAGA e__Fe_H__SAGA,CHEM,Uncertainty in stroemgren metallicity from SAGA,0,0
TEFF_SAGA,Teff_SAGA,CHEM,Effective temperature in Kelvin from the infrared flux method (IRFM) from SAGA,0,0
ERROR_TEFF_SAGA,e_Teff_SAGA,CHEM,Uncertainty in effective temperature in Kelvin from the infrared flux method (IRFM) from SAGA,0,0
RADIUS_SAGA,Rad_SAGA,PHYS,Radius in solar units using seismic constraints from SAGA,0,0
UPPER_ERROR_RADIUS_SAGA,E_Rad_SAGA,PHYS,Upper uncertainty in radius in solar units using seismic constraints from SAGA,0,0
LOWER_ERROR_RADIUS_SAGA,e_Rad_SAGA,PHYS,Lower uncertainty in radius in solar units using seismic constraints from SAGA,0,0
MASS_SAGA,Mass_SAGA,PHYS,Stellar mass in solar units using seismic constraints from SAGA,0,0
UPPER_ERROR_MASS_SAGA,E_Mass_SAGA,PHYS,Upper uncertainty in mass in solar units using seismic constraints from SAGA,0,0
LOWER_ERROR_MASS_SAGA,e_Mass_SAGA,PHYS,Lower uncertainty in mass in solar units using seismic constraints from SAGA,0,0
LOGG_SAGA,log(g)_SAGA log_g__SAGA,PHYS,Surface gravity in cm/s^2 using seismic constraints from SAGA,0,0
UPPER_ERROR_LOGG_SAGA,E_log(g)_SAGA E_log_g__SAGA,PHYS,Upper uncertainty in surface gravity in cm/s^2 using seismic constraints from SAGA,0,0
LOWER_ERROR_LOGG_SAGA,e_log(g)_SAGA e_log_g__SAGA,PHYS,Lower uncertainty in surface gravity in cm/s^2 using seismic constraints from SAGA,0,0
DEN_SAGA,Den_SAGA,PHYS,Density in solar units using seismic constraints from SAGA,0,0
UPPER_ERROR_DEN_SAGA,E_Den_SAGA,PHYS,Upper uncertainty in density in solar units using seismic constraints from SAGA,0,0
LOWER_ERROR_DEN_SAGA,e_Den_SAGA,PHYS,Lower uncertainty in density in solar units using seismic constraints from SAGA,0,0
DIST_SAGA,Dist_SAGA,PHYS,Distance in parsec from SAGA,0,0
UPPER_ERROR_DIST_SAGA,E_Dist_SAGA,PHYS,Upper uncertainty in distance in parsec from SAGA,0,0
LOWER_ERROR_DIST_SAGA,e_Dist_SAGA,PHYS,Lower uncertainty in distance in parsec from SAGA,0,0
CLASS_SAGA,Class_SAGA,PHYS,"Asteroseismic classificationRGB = certain Red Giant Branch, RC = certain Red Clump, NO = no reliable distinction between RGB and RC could be made. Dwarf = dwarf star (from Chaplin et al. 2014, J/ApJS/210/1).",1,0
FM_SAGA,fm_SAGA,FLAG,"Metallicity flag in SAGA. If FM=0, the Stroemgren metallicity calibration is applied within its range of applicability (Section 3.2 of the paper",0,0
FP_SAGA,fp_SAGA,FLAG,"Stroemgren photometry flaga in SAGA. FP=0 if photometric errors of Stroemgren u,v,b,y magnitudes are below photometric fiducials (Section 2.3 and Figure 4 of the paper)",0,0
BY_SAGA,b-y_SAGA,PHOT,Stroemgren b-y index from SAGA,0,0
M1_SAGA,m1_SAGA,PHOT,Stroemgren m1 index from SAGA,0,0
